322,617,9,425
323,133,39,824
324,204,15,60
325,519,1,219
326,366,22,958
327,242,23,707
328,322,16,195
329,441,31,132
330,560,9,724
331,673,13,449
332,678,5,842
333,614,24,597
334,722,5,604
335,621,33,883
336,30,34,241
337,782,10,745
338,235,6,264
339,471,11,76
340,78,29,140
341,711,16,111
342,791,1,463
343,299,27,276
344,491,5,648
345,207,28,348
346,597,17,293
347,990,29,920
348,626,13,672
349,343,26,274
350,156,10,390
351,481,14,612
352,116,30,462
353,284,36,826
354,933,34,545
355,291,18,924
356,926,24,702
357,256,8,625
358,678,33,10
359,849,6,244
360,300,7,681
361,518,40,936
362,418,3,626
363,408,38,302
364,132,21,718
365,797,14,235
366,535,18,175
367,473,42,553
368,619,27,320
369,427,26,960
370,3,42,528
371,848,43,115
372,233,8,570
373,89,27,293
374,662,1,171
375,437,45,129
376,445,32,256
377,89,14,809
378,625,13,957
379,130,35,457
380,842,21,796
381,191,21,133
382,864,7,156
383,258,13,919
384,985,14,604
385,739,13,779
386,849,41,537
387,173,5,436
388,444,23,916
389,667,27,493
390,500,30,176
391,237,42,1000
392,705,17,323
393,273,15,417
394,335,43,389
395,908,13,395
396,518,40,528
397,641,37,196
398,541,3,296
399,917,13,711
400,634,25,809
401,474,2,199
402,584,11,485
403,622,14,851
404,156,24,841
405,281,13,468
406,602,26,696
407,788,8,536
408,529,30,879
409,69,30,448
410,771,39,693
411,225,22,213
412,794,45,383
413,882,32,548
414,287,20,750
415,639,21,381
416,643,17,988
417,509,32,527
418,995,19,199
419,881,29,631
420,807,45,396
421,647,36,372
422,790,8,45
423,515,4,87
424,339,27,816
425,684,4,559
426,43,30,723
427,431,11,397
428,111,40,622
429,659,35,923
430,536,37,889
431,554,29,600
432,553,2,354
433,913,11,454
434,20,24,841
435,228,6,740
436,772,15,619
437,639,4,709
438,52,34,66
439,613,5,243
440,109,11,216
441,154,32,854
442,543,28,484
443,109,42,790
444,807,27,11
445,699,29,380
446,391,25,323
447,137,13,987
448,532,27,995
449,830,25,945
450,439,23,868
451,195,15,958
452,634,38,796
453,460,26,884
454,959,8,262
455,151,35,601
456,64,14,849
457,816,29,32
458,401,36,564
459,255,18,362
460,732,22,3
461,204,30,224
462,733,26,580
463,497,23,325
464,56,40,105
465,30,37,362
466,210,15,388
467,714,16,344
468,877,6,339
469,548,29,78
470,255,24,568
471,326,4,375
472,992,4,12
473,988,23,530
474,915,44,946
475,650,35,402
476,505,35,269
477,13,35,355
478,753,8,294
479,112,8,194
480,775,34,661
481,667,36,290
482,189,32,585
483,282,17,188
484,480,21,934
485,352,33,541
486,589,18,773
487,736,3,325
488,372,20,875
489,5,15,477
490,897,34,376
491,79,14,906
492,242,26,450
493,517,9,806
494,559,21,527
495,928,7,3
496,316,4,819
497,687,21,301
498,796,14,708
499,462,15,325
500,487,30,465
501,844,34,580
502,114,6,887
503,879,31,75
504,604,39,332
505,183,12,275
506,261,36,398
507,54,11,518
508,77,36,508
509,684,2,946
510,545,26,335
511,712,3,158
512,343,3,745
513,358,18,772
514,626,37,295
515,25,37,809
516,151,41,792
517,770,3,569
518,81,42,628
519,898,13,826
520,25,21,992
521,492,12,551
522,904,18,196
523,418,35,744
524,510,24,510
525,917,7,269
526,464,22,602
527,501,7,244
528,885,45,810
529,437,20,11
530,498,18,525
531,412,42,619
532,677,41,616
533,228,7,564
534,88,6,476
535,895,13,290
536,931,42,921
537,187,42,850
538,858,12,131
539,18,3,382
540,256,13,694
541,170,32,886
542,737,42,936
543,437,4,324
544,708,11,339
545,442,6,191
546,733,2,36
547,592,1,128
548,858,11,712
549,454,2,604
550,22,29,444
551,239,34,249
552,593,22,334
553,176,39,546
554,288,30,619
555,450,23,248
556,413,42,623
557,118,45,739
558,308,19,92
559,536,24,249
560,986,42,464
561,547,37,579
562,432,29,328
563,538,23,47
564,696,6,233
565,803,33,371
566,922,44,456
567,282,9,617
568,34,24,782
569,755,44,113
570,167,30,771
571,288,28,672
572,750,42,560
573,167,2,942
574,788,45,571
575,117,15,988
576,809,25,76
577,769,16,132
578,702,12,211
579,214,38,769
580,880,31,231
581,523,35,72
582,616,3,798
583,59,34,705
584,657,5,843
585,551,31,215
586,425,26,366
587,413,5,371
588,473,6,765
589,419,20,638
590,579,8,436
591,943,25,560
592,928,39,790
593,678,7,583
594,990,23,451
595,150,14,369
596,78,36,318
597,839,7,535
598,444,38,569
599,497,21,217
600,800,3,1
601,811,7,295
602,385,20,71
603,366,10,436
604,808,8,597
605,191,4,199
606,413,26,463
607,53,18,867
608,579,10,620
609,192,11,969
610,612,38,369
611,981,29,782
612,129,3,962
613,937,22,960
614,987,32,688
615,717,20,317
616,146,8,728
617,35,11,761
618,403,33,140
619,878,9,363
620,679,15,230
621,683,4,561
622,399,44,45
623,75,34,541
624,289,18,113
625,636,36,198
626,740,18,320
627,868,8,54
628,779,26,233
629,160,45,538
630,628,18,136
631,772,13,801
632,425,26,520
633,248,12,714
634,480,29,78
635,72,23,204
636,862,3,244
637,319,24,266
638,428,21,795
639,880,38,25
640,631,11,129
641,793,34,508
642,126,37,963
643,291,13,572
644,737,3,614
645,644,42,698
646,452,9,453
647,579,2,1
648,599,9,826
649,16,37,403
650,938,42,180
651,637,32,527
652,836,18,169
653,492,18,517
654,856,30,802
655,186,7,835
656,751,35,512
657,170,10,331
658,414,33,779
659,916,19,526
660,479,15,507
661,303,10,301
662,91,42,786
663,833,15,705
664,349,25,878
665,250,2,779
666,407,12,184
667,130,37,160
668,191,36,396
669,984,11,13
670,83,22,343
671,395,20,680
672,518,21,300
673,177,30,463
674,96,14,22
675,230,41,838
676,694,36,367
677,11,39,788
678,158,27,617
679,975,11,893
680,192,26,693
681,132,16,260
682,22,22,343
683,480,27,104
684,809,42,913
685,9,29,713
686,639,20,658
687,48,31,170
688,934,38,625
689,699,7,873
690,217,13,281
691,493,32,547
692,140,23,768
693,788,10,892
694,45,7,386
695,636,3,38
696,658,24,227
697,225,16,170
698,16,4,655
699,497,24,895
700,480,2,47
701,979,8,245
702,229,3,226
703,321,6,798
704,293,8,749
705,106,1,845
706,284,22,552
707,613,38,529
708,992,14,996
709,120,10,629
710,342,36,967
711,463,37,538
712,363,12,845
713,584,11,90
714,238,31,558
715,747,21,745
716,408,13,831
717,686,9,913
718,497,34,514
719,180,22,494
720,200,34,989
721,779,32,510
722,236,26,203
723,665,9,486
724,280,13,97
725,417,45,572
726,564,43,411
727,69,3,13
728,210,28,195
729,717,44,530
730,539,17,337
731,205,14,203
732,400,28,206
733,504,3,922
734,815,35,997
735,270,7,22
736,827,24,335
737,268,40,358
738,822,28,380
739,335,19,307
740,291,24,770
741,149,8,919
742,741,4,996
743,191,18,222
744,226,39,935
745,445,36,32
746,832,27,900
747,663,26,920
748,164,4,243
749,260,38,348
750,425,43,752
751,429,23,262
752,761,23,1
753,666,45,350
754,981,10,573
755,815,10,424
756,564,33,716
757,905,15,686
758,847,32,516
759,495,29,915
760,677,39,318
761,240,27,32
762,73,38,41
763,238,18,255
764,294,6,960
765,876,18,124
766,907,14,20
767,379,40,288
768,605,32,174
769,929,38,161
770,342,45,381
771,913,11,387
772,23,8,27
773,371,40,178
774,5,20,448
775,846,7,121
776,81,34,526
777,844,39,283
778,589,19,957
779,881,15,986
780,72,34,225
781,173,1,194
782,174,26,844
783,381,37,956
784,152,15,109
785,940,41,617
786,264,42,700
787,249,20,778
788,609,42,756
789,688,2,262
790,564,31,297
791,773,2,412
792,665,24,881
793,345,28,858
794,980,13,961
795,977,39,182
796,293,21,418
797,241,43,800
798,482,39,11
799,206,4,549
800,34,35,407
801,780,5,286
802,262,15,456
803,312,9,469
804,234,6,881
805,262,33,115
806,578,45,457
807,734,16,515
808,398,12,433
809,519,37,538
810,974,7,584
811,410,28,453
812,369,38,158
813,577,9,83
814,822,34,925
815,682,35,187
816,996,18,259
817,671,45,529
818,235,3,202
819,720,45,447
820,366,33,761
821,886,13,427
822,1000,41,315
823,450,45,599
824,508,34,792
825,954,44,521
826,802,23,845
827,552,44,690
828,780,12,482
829,806,16,817
830,650,36,181
831,319,37,145
832,358,16,305
833,800,43,420
834,330,26,608
835,848,20,218
836,40,17,40
837,34,12,594
838,316,22,591
839,924,26,836
840,870,1,991
841,434,29,702
842,619,37,410
843,800,18,649
844,966,43,459
845,822,27,785
846,384,1,629
847,456,24,307
848,873,27,470
849,870,39,149
850,745,30,87
851,280,22,810
852,893,22,822
853,60,38,778
854,155,18,718
855,195,6,983
856,8,22,437
857,209,2,917
858,893,36,943
859,54,37,253
860,828,2,466
861,759,35,197
862,687,8,636
863,499,18,130
864,24,7,8
865,948,14,535
866,390,42,949
867,220,20,445
868,85,40,685
869,53,25,293
870,413,26,444
871,109,15,195
872,943,32,76
873,789,39,895
874,967,6,715
875,613,16,496
876,723,22,555
877,116,35,893
878,521,20,213
879,762,24,990
880,945,9,528
881,652,22,400
882,14,39,316
883,479,10,153
884,848,16,724
885,779,27,287
886,277,30,900
887,270,9,1000
888,6,17,167
889,789,33,434
890,651,2,811
891,541,31,520
892,750,15,109
893,673,15,62
894,729,29,770
895,371,37,93
896,715,25,675
897,802,20,236
898,275,1,176
899,292,10,130
900,498,8,343
901,964,39,454
902,355,36,348
903,66,37,401
904,707,38,265
905,16,34,294
906,652,13,676
907,647,13,608
908,391,37,164
909,39,1,38
910,996,25,842
911,788,27,266
912,938,30,239
913,26,13,225
914,202,45,949
915,146,9,869
916,111,3,463
917,27,8,871
918,834,34,586
919,985,36,801
920,925,13,561
921,26,23,86
922,371,34,23
923,89,8,218
924,27,44,320
925,939,19,292
926,584,31,156
927,493,42,508
928,992,34,356
929,683,45,100
930,523,40,9
931,832,10,991
932,398,40,606
933,61,25,997
934,662,35,398
935,92,31,251
936,263,13,846
937,825,5,995
938,957,10,805
939,855,12,504
940,945,39,205
941,86,37,587
942,996,19,341
943,607,33,540
944,810,41,418
945,814,20,971
946,305,3,522
947,212,26,588
948,85,10,584
949,250,23,964
950,629,20,79
951,639,30,438
952,761,1,867
953,907,20,699
954,705,26,596
955,867,41,651
956,882,36,350
957,838,41,275
958,558,32,742
959,38,27,483
960,814,44,884
961,604,35,61
962,359,28,436
963,222,19,927
964,418,2,267
965,100,4,300
966,419,37,995
967,624,1,975
968,570,29,656
969,999,28,84
970,455,34,886
971,741,22,427
972,570,4,133
973,541,33,100
974,51,32,948
975,120,12,983
976,3,42,824
977,324,34,218
978,992,7,94
979,389,26,699
980,677,33,325
981,743,26,189
982,478,26,438
983,810,2,403
984,412,2,992
985,25,42,967
986,722,14,746
987,925,19,247
988,543,31,817
989,27,14,255
990,731,4,662
991,924,20,181
992,94,9,643
993,367,1,295
994,977,31,306
995,369,10,612
996,585,30,678
997,506,42,930
998,48,28,5
999,17,27,929
1000,955,38,205
