141,68,446,1,2
142,507,240,1,1
143,725,846,1,1
144,592,740,1,2
145,852,656,2,3
146,721,877,1,1
147,716,71,2,3
148,302,36,1,1
149,650,262,2,5
150,645,792,1,2
151,644,593,2,1
152,199,513,2,3
153,562,827,2,3
154,901,988,1,5
155,724,801,2,5
156,39,5,1,4
157,753,457,1,2
158,388,174,1,3
159,394,921,1,1
160,404,848,2,1
161,917,999,1,5
162,236,562,1,2
163,618,931,1,2
164,543,157,2,1
165,587,103,1,1
166,850,63,2,3
167,715,944,1,1
168,504,486,1,1
169,219,133,2,1
170,201,894,1,2
171,797,226,2,1
172,256,480,1,2
173,107,507,2,3
174,523,621,2,2
175,856,255,1,4
176,134,10,1,2
177,339,655,1,5
178,752,220,2,5
179,670,198,1,1
180,490,767,2,4
181,867,480,2,1
182,779,333,1,5
183,244,184,2,2
184,227,959,2,3
185,635,711,2,5
186,648,848,1,2
187,17,151,2,2
188,361,413,1,2
189,6,980,1,5
190,862,542,1,2
191,531,52,2,3
192,204,327,1,2
193,769,310,1,4
194,443,643,2,3
195,703,524,2,4
196,92,673,2,4
197,18,265,1,2
198,248,276,2,4
199,581,145,2,2
200,18,536,1,1
201,560,726,1,4
202,334,668,1,3
203,738,70,2,2
204,904,467,2,3
205,708,975,2,4
206,713,88,2,2
207,705,601,1,2
208,423,750,2,4
209,538,674,2,1
210,200,97,1,5
211,552,841,2,5
212,830,180,2,4
213,136,525,2,4
214,625,611,1,2
215,729,670,1,3
216,394,101,1,5
217,956,7,1,4
218,665,442,1,5
219,72,391,2,2
220,82,654,2,3
221,512,387,1,2
222,849,109,1,5
223,151,350,2,5
224,42,891,1,4
225,218,117,2,2
226,887,785,2,1
227,691,993,1,2
228,700,690,1,1
229,933,362,1,3
230,246,413,1,4
231,713,239,2,3
232,353,962,2,2
233,135,389,1,1
234,957,353,1,2
235,50,795,2,1
236,66,512,1,2
237,703,343,1,4
238,767,543,1,1
239,267,787,1,4
240,813,416,2,1
241,354,158,2,3
242,628,134,1,4
243,487,156,1,2
244,55,67,1,3
245,864,756,2,2
246,204,246,1,2
247,578,839,2,1
248,568,249,1,4
249,5,895,1,1
250,488,714,1,2
251,154,39,2,1
252,537,260,2,2
253,894,231,1,3
254,656,719,1,4
255,875,774,1,4
256,596,665,1,2
257,691,798,1,5
258,276,765,2,1
259,424,883,2,1
260,757,653,2,5
261,598,965,1,1
262,798,326,1,1
263,479,159,2,3
264,281,66,1,5
265,304,753,1,1
266,613,716,1,5
267,78,529,2,2
268,591,598,2,3
269,962,900,2,3
270,934,911,1,3
271,796,377,2,1
272,170,843,1,3
273,241,718,2,2
274,631,246,1,1
275,371,258,2,4
276,934,364,1,4
277,212,213,2,2
278,17,503,2,5
279,917,857,2,4
280,547,755,2,4
281,529,678,1,2
282,273,481,1,2
283,7,383,2,2
284,773,767,1,1
285,639,290,1,5
286,436,593,1,5
287,841,925,1,1
288,298,837,1,2
289,736,493,1,4
290,467,557,1,1
291,614,949,2,2
292,826,274,2,3
293,935,778,1,5
294,522,499,2,4
295,335,866,1,1
296,962,760,1,1
297,60,245,2,3
298,63,181,1,5
299,220,622,2,4
300,271,645,1,4
301,388,617,2,4
302,758,401,1,3
303,36,358,1,3
304,126,681,1,5
305,909,279,1,4
306,902,591,1,5
307,299,226,2,4
308,623,585,1,4
309,322,354,2,1
310,383,110,2,5
311,977,104,1,5
312,81,579,1,3
313,872,515,2,1
314,577,557,1,3
315,844,454,2,3
316,697,673,2,4
317,952,24,1,3
318,747,304,1,2
319,603,783,1,1
320,350,212,2,1
321,984,537,1,2
322,459,415,2,1
323,739,167,2,5
324,761,480,2,2
325,39,676,2,2
326,509,118,2,3
327,406,350,2,5
328,566,133,1,5
329,451,687,2,1
330,326,425,1,1
331,724,892,1,2
332,66,753,1,1
333,536,889,2,4
334,898,838,2,2
335,662,965,2,1
336,48,692,2,5
337,235,578,2,5
338,7,265,2,4
339,904,502,2,1
340,976,450,2,3
341,352,866,1,2
342,706,985,1,1
343,203,421,1,1
344,298,574,1,2
345,5,333,1,5
346,727,515,2,5
347,718,529,2,2
348,687,153,1,1
349,403,189,2,5
350,797,680,2,2
351,476,203,2,3
352,413,706,1,1
353,294,488,1,4
354,851,535,1,4
355,412,313,2,1
356,821,553,1,2
357,37,619,2,4
358,114,883,2,3
359,934,221,1,3
360,62,626,1,1
361,953,37,2,2
362,748,551,1,1
363,942,267,2,4
364,498,223,1,3
365,310,44,2,2
366,80,249,2,5
367,95,852,2,2
368,88,711,2,1
369,611,623,2,1
370,83,723,1,3
371,280,297,1,2
372,375,901,1,1
373,177,427,2,2
374,714,900,2,5
375,43,682,1,2
376,660,933,2,3
377,250,39,1,3
378,539,42,2,5
379,72,114,2,4
380,346,310,2,3
381,945,372,2,5
382,470,637,1,2
383,246,850,2,4
384,102,995,1,1
385,538,767,2,1
386,706,19,1,3
387,335,946,1,5
388,608,973,1,5
389,230,594,1,5
390,910,407,1,2
391,728,963,2,5
392,179,470,2,3
393,70,356,2,2
394,316,256,1,1
395,225,258,2,5
396,278,970,1,1
397,48,694,1,1
398,283,830,1,2
399,807,543,1,5
400,596,872,2,5
401,186,449,1,5
402,314,197,1,1
403,273,997,1,4
404,195,191,2,4
405,259,320,1,5
406,65,412,1,5
407,377,422,1,1
408,442,479,2,3
409,94,820,1,4
410,429,960,2,5
411,248,225,1,1
412,453,728,2,4
413,285,194,1,4
414,157,925,2,2
415,189,985,2,4
416,897,881,1,5
417,946,353,2,4
418,815,701,1,5
419,883,682,1,3
420,939,644,1,5
421,821,116,1,2
422,242,305,1,1
423,119,908,1,3
424,246,404,1,1
425,371,935,1,3
426,691,700,2,1
427,188,820,1,2
428,365,625,1,5
429,82,260,1,3
430,575,257,1,3
431,716,485,1,2
432,802,47,1,4
433,869,193,2,1
434,221,522,2,5
435,98,209,2,5
436,40,887,2,5
437,207,573,1,5
438,283,598,1,5
439,467,664,1,5
440,963,38,1,4
441,670,16,2,1
442,969,460,2,2
443,702,714,1,4
444,207,893,2,4
445,905,566,2,5
446,797,523,2,3
447,553,481,2,2
448,268,19,2,2
449,424,108,2,4
450,782,248,1,5
451,586,417,2,1
452,803,509,2,4
453,283,938,1,5
454,213,3,2,1
455,422,514,1,5
456,240,819,1,4
457,57,571,1,2
458,164,216,1,4
459,657,41,2,4
460,711,214,2,2
461,536,239,2,2
462,822,496,1,4
463,762,261,2,2
464,838,276,2,3
465,53,556,2,1
466,798,808,2,5
467,236,828,2,5
468,514,18,2,1
469,350,863,1,3
470,749,45,2,3
471,501,361,2,5
472,400,660,2,5
473,347,435,2,1
474,482,979,1,5
475,615,33,1,5
476,865,205,1,1
477,385,561,1,2
478,312,466,1,2
479,484,999,2,3
480,970,689,2,4
481,215,417,2,2
482,564,715,1,3
483,976,773,1,1
484,339,474,2,3
485,88,889,2,1
486,535,512,2,4
487,1000,118,1,1
488,464,953,2,2
489,779,640,2,5
490,447,210,1,2
491,783,66,1,5
492,725,931,1,2
493,195,666,2,2
494,770,846,2,1
495,799,293,1,3
496,184,645,2,1
497,690,720,1,5
498,467,170,1,1
499,712,740,1,1
500,506,658,2,3
501,854,850,1,4
502,249,422,1,2
503,45,754,2,2
504,29,794,1,2
505,791,532,1,1
506,441,545,1,2
507,208,318,2,5
508,255,119,2,1
509,60,210,2,2
510,777,867,2,1
511,565,579,1,5
512,842,694,1,2
513,203,455,2,5
514,792,929,1,2
515,47,108,1,4
516,701,111,2,5
517,298,415,2,3
518,350,443,1,5
519,1000,463,2,2
520,421,85,2,4
521,149,17,2,5
522,301,743,2,3
523,523,522,2,2
524,587,433,2,2
525,428,540,1,4
526,380,69,2,1
527,710,120,2,5
528,607,700,1,5
529,516,303,1,3
530,539,859,2,4
531,688,519,2,2
532,560,117,2,5
533,687,529,2,3
534,740,764,1,3
535,309,986,1,4
536,938,829,1,3
537,556,377,1,4
538,345,631,2,2
539,795,361,2,3
540,28,93,2,1
541,213,93,1,3
542,289,943,2,4
543,143,443,2,2
544,534,331,2,1
545,217,818,2,4
546,905,881,2,3
547,395,203,2,3
548,244,750,2,4
549,82,831,2,2
550,757,740,1,3
551,685,388,1,3
552,847,66,2,5
553,321,704,1,3
554,795,862,2,3
555,379,615,1,3
556,119,449,2,1
557,491,507,2,2
558,648,602,2,2
559,577,371,1,5
560,856,316,1,2
561,395,121,2,3
562,362,197,1,1
563,561,904,2,1
564,887,142,1,5
565,629,276,2,5
566,433,12,1,4
567,683,498,1,1
568,564,338,1,5
569,913,512,1,1
570,771,49,1,1
571,72,685,1,4
572,329,308,2,1
573,685,843,1,2
574,568,475,2,2
575,718,784,2,1
576,739,584,2,3
577,879,317,1,2
578,15,295,1,5
579,126,282,2,4
580,480,301,2,1
581,708,554,2,3
582,708,748,1,2
583,748,46,2,2
584,95,276,1,1
585,319,901,2,4
586,752,940,1,5
587,438,133,1,5
588,288,566,2,4
589,518,493,2,5
590,18,217,2,5
591,851,975,1,1
592,959,926,2,4
593,608,530,2,3
594,481,85,1,4
595,630,976,1,3
596,602,643,2,1
597,685,255,1,2
598,863,408,1,2
599,449,992,2,3
600,52,498,2,2
601,515,466,1,5
602,267,416,2,2
603,285,498,2,1
604,296,224,1,5
605,378,749,2,1
606,880,790,2,3
607,188,214,1,1
608,352,9,2,3
609,159,593,2,5
610,60,132,2,3
611,158,870,1,4
612,380,934,1,2
613,273,468,2,2
614,84,638,2,2
615,819,514,2,2
616,406,717,2,3
617,551,769,1,4
618,689,286,1,3
619,393,1000,2,5
620,891,141,2,3
621,734,84,1,1
622,521,489,2,2
623,658,949,2,5
624,923,735,1,5
625,361,543,2,2
626,24,808,1,1
627,857,874,2,4
628,709,584,2,1
629,553,507,2,4
630,682,845,2,2
631,291,959,2,3
632,449,613,2,5
633,122,269,1,5
634,713,215,1,2
635,828,324,2,4
636,642,752,2,5
637,643,862,2,5
638,465,36,1,3
639,438,764,1,5
640,332,423,2,1
641,437,878,2,3
642,931,70,2,4
643,505,170,1,3
644,940,57,1,1
645,826,234,1,5
646,529,32,2,5
647,184,627,1,3
648,458,703,1,5
649,104,97,1,1
650,33,541,2,2
651,929,402,2,2
652,456,835,2,3
653,208,762,1,3
654,303,798,1,5
655,710,245,2,4
656,368,121,1,1
657,681,340,1,1
658,119,174,2,2
659,285,306,2,5
660,560,58,2,1
661,746,953,2,4
662,945,330,1,4
663,350,562,2,1
664,762,857,2,1
665,814,228,1,5
666,44,255,2,4
667,21,352,2,4
668,945,962,2,5
669,640,927,1,4
670,689,554,1,2
671,851,612,2,3
672,647,906,2,3
673,41,384,2,2
674,754,345,2,5
675,795,759,2,3
676,51,531,2,5
677,843,53,1,5
678,282,816,1,1
679,752,51,2,4
680,585,400,1,4
681,380,451,1,4
682,73,338,2,4
683,122,58,1,5
684,575,300,2,2
685,648,399,1,5
686,477,81,2,5
687,716,917,2,3
688,514,805,2,3
689,687,115,1,4
690,206,893,1,4
691,145,244,1,4
692,661,602,1,4
693,732,933,1,1
694,338,327,1,3
695,884,80,2,1
696,255,754,1,2
697,566,871,2,4
698,467,825,1,5
699,207,312,1,1
700,757,243,2,4
701,9,655,2,1
702,855,710,1,1
703,187,196,1,3
704,966,250,1,5
705,846,151,2,1
706,163,348,2,3
707,681,624,2,4
708,805,179,2,5
709,562,953,2,4
710,660,633,2,3
711,386,658,1,5
712,623,136,2,3
713,959,204,1,5
714,782,592,2,1
715,169,372,1,1
716,936,222,1,5
717,975,562,1,1
718,545,661,2,1
719,394,709,2,1
720,315,192,1,5
721,919,576,2,5
722,552,425,2,3
723,200,215,1,5
724,639,145,2,4
725,404,461,1,3
726,606,850,1,1
727,706,707,2,4
728,471,921,1,1
729,274,556,1,1
730,624,828,2,1
731,991,611,2,2
732,239,701,1,3
733,481,762,1,3
734,586,955,2,3
735,881,984,1,2
736,853,473,2,2
737,706,882,1,2
738,219,563,1,5
739,917,78,1,5
740,273,171,2,4
741,616,563,1,1
742,645,339,2,3
743,756,283,2,3
744,786,23,2,1
745,614,626,2,5
746,591,329,2,1
747,382,678,2,2
748,273,983,2,3
749,250,153,1,5
750,883,614,2,5
751,936,436,2,3
752,497,838,2,4
753,918,404,1,1
754,357,393,2,2
755,708,415,2,3
756,195,567,1,2
757,655,911,2,5
758,435,205,1,1
759,226,134,2,5
760,254,617,1,1
761,716,841,2,3
762,925,312,1,3
763,959,23,1,1
764,540,751,2,5
765,440,667,1,1
766,736,234,2,2
767,298,56,2,3
768,919,18,1,2
769,684,548,1,3
770,886,115,2,2
771,863,420,1,3
772,582,299,1,5
773,42,505,1,1
774,521,847,2,1
775,857,831,1,1
776,977,654,1,1
777,310,232,2,3
778,970,385,1,4
779,881,687,2,1
780,816,695,1,1
781,686,525,1,5
782,45,255,1,2
783,844,912,1,5
784,614,778,2,3
785,706,558,1,1
786,623,443,2,3
787,789,956,1,4
788,227,683,1,4
789,348,895,1,2
790,978,800,1,2
791,390,247,2,2
792,649,853,1,3
793,461,319,2,4
794,843,94,1,2
795,119,356,1,4
796,866,956,2,3
797,129,793,2,4
798,701,851,2,5
799,622,80,2,3
800,21,936,2,3
801,184,662,2,3
802,181,415,2,1
803,346,28,2,5
804,415,722,2,2
805,760,818,2,4
806,458,764,1,2
807,831,965,2,3
808,485,801,1,5
809,652,119,1,3
810,606,151,2,5
811,344,529,2,2
812,829,385,1,3
813,599,606,2,5
814,180,476,1,1
815,516,450,2,1
816,253,714,1,5
817,550,421,1,3
818,391,915,1,1
819,689,882,2,4
820,658,529,2,5
821,244,597,1,5
822,171,631,1,4
823,174,582,2,3
824,71,206,2,4
825,264,595,1,4
826,272,578,1,3
827,480,293,2,3
828,186,712,2,4
829,953,776,1,1
830,383,456,2,3
831,588,567,1,2
832,868,147,1,3
833,228,213,2,1
834,591,23,2,1
835,486,726,2,2
836,404,664,2,5
837,957,116,2,1
838,918,892,2,5
839,390,713,1,5
840,365,121,2,5
841,879,835,2,2
842,346,980,2,1
843,857,897,1,1
844,122,851,1,4
845,37,600,2,2
846,926,468,1,5
847,493,564,2,3
848,738,653,1,1
849,988,353,1,2
850,275,565,2,1
851,937,524,2,2
852,597,672,2,5
853,186,698,1,1
854,715,757,2,2
855,900,398,1,1
856,219,461,2,4
857,244,355,2,2
858,722,400,1,3
859,974,236,2,5
860,739,956,1,4
861,180,840,2,2
862,95,20,1,1
863,210,289,2,2
864,408,921,2,1
865,178,472,1,4
866,975,710,1,5
867,203,74,2,1
868,802,434,2,4
869,713,787,1,3
870,887,777,1,3
871,820,223,2,2
872,946,392,2,3
873,791,612,2,5
874,516,540,2,4
875,97,701,1,1
876,865,13,1,5
877,125,927,1,5
878,423,860,1,1
879,276,356,1,4
880,367,116,2,3
881,702,846,2,1
882,219,433,2,5
883,679,912,1,3
884,240,842,2,1
885,938,126,2,3
886,527,169,1,1
887,417,748,1,3
888,561,835,1,3
889,599,835,2,1
890,971,861,2,1
891,381,113,1,4
892,143,221,1,1
893,705,255,2,2
894,934,108,1,2
895,939,715,2,5
896,839,734,2,3
897,918,603,1,5
898,268,961,1,2
899,194,452,2,1
900,514,132,1,3
901,222,630,1,4
902,48,392,1,4
903,178,142,2,5
904,604,528,1,2
905,527,73,1,1
906,957,81,2,1
907,821,870,1,2
908,8,761,1,4
909,451,529,2,2
910,309,325,1,3
911,704,313,1,4
912,858,207,2,4
913,762,811,1,3
914,745,313,2,2
915,20,109,1,2
916,468,829,2,4
917,333,338,1,5
918,214,871,2,1
919,739,981,2,5
920,142,4,1,2
921,230,415,1,2
922,691,6,1,2
923,121,220,2,3
924,678,874,1,2
925,441,874,1,4
926,68,956,2,3
927,664,194,1,5
928,519,935,2,2
929,34,607,1,5
930,714,193,1,2
931,792,161,2,3
932,732,696,2,4
933,481,154,2,5
934,922,306,2,2
935,549,36,1,2
936,328,955,1,4
937,928,55,2,5
938,870,947,1,5
939,782,365,2,5
940,796,225,1,3
941,299,199,2,2
942,884,253,1,1
943,522,984,1,4
944,696,73,2,4
945,20,845,2,3
946,8,819,1,5
947,773,597,2,4
948,905,945,2,3
949,913,201,1,3
950,662,944,2,1
951,294,521,2,2
952,485,548,1,2
953,471,534,2,1
954,100,360,1,5
955,32,790,2,1
956,508,628,1,2
957,476,242,2,5
958,439,825,1,1
959,62,715,2,4
960,926,488,1,5
961,324,687,2,1
962,465,401,2,2
963,387,271,1,5
964,376,820,1,5
965,327,473,1,2
966,306,32,2,3
967,370,165,2,3
968,134,903,2,5
969,220,457,1,4
970,788,624,1,2
971,383,849,1,1
972,113,468,1,2
973,908,126,2,1
974,290,132,2,1
975,915,202,2,5
976,297,983,1,3
977,757,113,2,2
978,62,462,1,2
979,280,116,1,1
980,314,471,1,4
981,773,882,2,2
982,394,79,2,1
983,584,737,1,1
984,54,327,2,3
985,552,718,1,1
986,637,373,2,3
987,908,802,2,3
988,548,856,2,2
989,414,470,1,1
990,994,359,1,2
991,433,28,1,1
992,923,570,2,5
993,392,30,1,3
994,743,221,1,4
995,428,255,1,4
996,816,76,1,3
997,556,741,1,5
998,72,674,1,4
999,818,218,1,1
1000,655,410,1,5
